年份,月份,日期,市場,品名,平均價格(元/公斤),交易量(公斤)
2024,6,2024-06-01,高雄,鳳梨,11.9,10085
2024,7,2024-07-01,台北一,香蕉,24.0,1966
2024,7,2024-07-01,台北二,香蕉,24.9,1682
2024,7,2024-07-01,台中,香蕉,22.0,3167
2024,7,2024-07-01,高雄,香蕉,19.7,630
2024,7,2024-07-01,台北一,芒果,36.7,9278
2024,7,2024-07-01,台北二,芒果,36.6,13230
2024,7,2024-07-01,台中,芒果,33.8,11640
2024,7,2024-07-01,高雄,芒果,33.4,5920
2024,7,2024-07-01,台北一,荔枝,69.5,13684
2024,7,2024-07-01,台北二,荔枝,70.4,16713
2024,7,2024-07-01,台中,荔枝,54.0,8241
2024,7,2024-07-01,高雄,荔枝,69.3,9346
2024,7,2024-07-01,台北一,西瓜,9.1,18919
2024,7,2024-07-01,台北二,西瓜,9.3,12206
2024,7,2024-07-01,台中,西瓜,7.6,17316
2024,7,2024-07-01,高雄,西瓜,8.2,17764
2024,7,2024-07-01,台北一,柳橙,29.3,771
2024,7,2024-07-01,台北二,柳橙,30.2,1762
2024,7,2024-07-01,台中,柳橙,26.9,1420
2024,7,2024-07-01,高雄,柳橙,24.9,4935
2024,7,2024-07-01,台北一,木瓜,29.1,2550
2024,7,2024-07-01,台北二,木瓜,29.5,875
2024,7,2024-07-01,台中,木瓜,27.2,645
2024,7,2024-07-01,高雄,木瓜,25.1,931
2024,7,2024-07-01,台北一,鳳梨,22.7,3132
2024,7,2024-07-01,台北二,鳳梨,19.2,1463
2024,7,2024-07-01,台中,鳳梨,18.5,2541
2024,7,2024-07-01,高雄,鳳梨,19.0,4568
2024,8,2024-08-01,台北一,香蕉,24.2,1963
2024,8,2024-08-01,台北二,香蕉,25.4,3915
2024,8,2024-08-01,台中,香蕉,22.6,2368
2024,8,2024-08-01,高雄,香蕉,22.7,1384
2024,8,2024-08-01,台北一,芒果,35.9,12274
2024,8,2024-08-01,台北二,芒果,35.8,7265
2024,8,2024-08-01,台中,芒果,32.4,15745
2024,8,2024-08-01,高雄,芒果,37.1,8845
2024,8,2024-08-01,台北一,荔枝,101.9,1226
2024,8,2024-08-01,台北二,荔枝,108.1,3670
2024,8,2024-08-01,台中,荔枝,93.5,2096
2024,8,2024-08-01,高雄,荔枝,77.7,2966
2024,8,2024-08-01,台北一,西瓜,9.0,19551
2024,8,2024-08-01,台北二,西瓜,9.1,12906
2024,8,2024-08-01,台中,西瓜,7.7,12287
2024,8,2024-08-01,高雄,西瓜,7.8,16352
2024,8,2024-08-01,台北一,柳橙,35.1,4181
2024,8,2024-08-01,台北二,柳橙,34.0,3182
2024,8,2024-08-01,台中,柳橙,30.8,1718
2024,8,2024-08-01,高雄,柳橙,31.7,1855
2024,8,2024-08-01,台北一,木瓜,16.4,14752
2024,8,2024-08-01,台北二,木瓜,16.5,5954
2024,8,2024-08-01,台中,木瓜,15.1,12291
2024,8,2024-08-01,高雄,木瓜,14.2,19663
2024,8,2024-08-01,台北一,鳳梨,22.1,1413
2024,8,2024-08-01,台北二,鳳梨,21.9,3887
2024,8,2024-08-01,台中,鳳梨,20.8,1295
2024,8,2024-08-01,高雄,鳳梨,19.2,3611
2024,9,2024-09-01,台北一,香蕉,16.3,7162
2024,9,2024-09-01,台北二,香蕉,16.7,6591
2024,9,2024-09-01,台中,香蕉,15.4,11183
2024,9,2024-09-01,高雄,香蕉,14.2,19060
2024,9,2024-09-01,台北一,芒果,54.6,2883
2024,9,2024-09-01,台北二,芒果,55.6,2204
2024,9,2024-09-01,台中,芒果,48.1,3104
2024,9,2024-09-01,高雄,芒果,49.4,4951
2024,9,2024-09-01,台北一,荔枝,102.4,1056
2024,9,2024-09-01,台北二,荔枝,104.2,3219
2024,9,2024-09-01,台中,荔枝,82.8,4241
2024,9,2024-09-01,高雄,荔枝,92.6,2629
2024,9,2024-09-01,台北一,西瓜,13.0,2512
2024,9,2024-09-01,台北二,西瓜,11.5,2485
2024,9,2024-09-01,台中,西瓜,10.9,3617
2024,9,2024-09-01,高雄,西瓜,10.2,2564
2024,9,2024-09-01,台北一,柳橙,23.2,1507
2024,9,2024-09-01,台北二,柳橙,22.0,4026
2024,9,2024-09-01,台中,柳橙,21.9,1747
2024,9,2024-09-01,高雄,柳橙,21.2,1935
2024,9,2024-09-01,台北一,木瓜,22.0,10084
2024,9,2024-09-01,台北二,木瓜,21.3,12059
2024,9,2024-09-01,台中,木瓜,19.8,6265
2024,9,2024-09-01,高雄,木瓜,19.1,19527
2024,9,2024-09-01,台北一,鳳梨,22.3,1385
2024,9,2024-09-01,台北二,鳳梨,23.0,3691
2024,9,2024-09-01,台中,鳳梨,20.6,2853
2024,9,2024-09-01,高雄,鳳梨,22.4,1186
2024,10,2024-10-01,台北一,香蕉,17.3,10346
2024,10,2024-10-01,台北二,香蕉,16.6,15699
2024,10,2024-10-01,台中,香蕉,14.4,14098
2024,10,2024-10-01,高雄,香蕉,15.1,19414
2024,10,2024-10-01,台北一,芒果,51.4,4109
2024,10,2024-10-01,台北二,芒果,49.1,3856
2024,10,2024-10-01,台中,芒果,57.3,538
2024,10,2024-10-01,高雄,芒果,48.0,3344
2024,10,2024-10-01,台北一,荔枝,118.0,3701
2024,10,2024-10-01,台北二,荔枝,139.1,3655
2024,10,2024-10-01,台中,荔枝,126.7,4278
2024,10,2024-10-01,高雄,荔枝,129.0,4011
2024,10,2024-10-01,台北一,西瓜,12.3,4526
2024,10,2024-10-01,台北二,西瓜,12.1,2182
2024,10,2024-10-01,台中,西瓜,10.1,4463
2024,10,2024-10-01,高雄,西瓜,10.2,3733
2024,10,2024-10-01,台北一,柳橙,22.7,1292
2024,10,2024-10-01,台北二,柳橙,24.2,2309
2024,10,2024-10-01,台中,柳橙,23.2,2755
2024,10,2024-10-01,高雄,柳橙,20.9,1484
2024,10,2024-10-01,台北一,木瓜,23.3,13782
2024,10,2024-10-01,台北二,木瓜,21.9,8633
2024,10,2024-10-01,台中,木瓜,21.6,19722
2024,10,2024-10-01,高雄,木瓜,20.2,11059
2024,10,2024-10-01,台北一,鳳梨,28.6,3446
2024,10,2024-10-01,台北二,鳳梨,24.8,1026
2024,10,2024-10-01,台中,鳳梨,24.7,2753
2024,10,2024-10-01,高雄,鳳梨,23.4,4465
2024,11,2024-11-01,台北一,香蕉,21.3,1516
2024,11,2024-11-01,台北二,香蕉,20.1,616
2024,11,2024-11-01,台中,香蕉,20.2,1083
2024,11,2024-11-01,高雄,香蕉,18.1,4288
2024,11,2024-11-01,台北一,芒果,61.8,2513
2024,11,2024-11-01,台北二,芒果,59.5,1889
2024,11,2024-11-01,台中,芒果,65.2,665
2024,11,2024-11-01,高雄,芒果,50.8,1228
2024,11,2024-11-01,台北一,荔枝,148.4,1278
2024,11,2024-11-01,台北二,荔枝,132.5,2076
2024,11,2024-11-01,台中,荔枝,115.3,3436
2024,11,2024-11-01,高雄,荔枝,120.1,1091
2024,11,2024-11-01,台北一,西瓜,14.5,3220
2024,11,2024-11-01,台北二,西瓜,15.2,4837
2024,11,2024-11-01,台中,西瓜,13.8,501
2024,11,2024-11-01,高雄,西瓜,13.3,4544
2024,11,2024-11-01,台北一,柳橙,15.6,12833
2024,11,2024-11-01,台北二,柳橙,14.6,15433
2024,11,2024-11-01,台中,柳橙,14.7,5089
2024,11,2024-11-01,高雄,柳橙,13.3,17430
2024,11,2024-11-01,台北一,木瓜,17.1,18616
2024,11,2024-11-01,台北二,木瓜,18.6,13508
2024,11,2024-11-01,台中,木瓜,17.0,6925
2024,11,2024-11-01,高雄,木瓜,15.6,8144
2024,11,2024-11-01,台北一,鳳梨,27.0,1215
2024,11,2024-11-01,台北二,鳳梨,28.0,2213
2024,11,2024-11-01,台中,鳳梨,25.4,1607
2024,11,2024-11-01,高雄,鳳梨,22.6,750
2024,12,2024-12-01,台北一,香蕉,21.2,707
2024,12,2024-12-01,台北二,香蕉,20.5,3885
2024,12,2024-12-01,台中,香蕉,20.0,1394
2024,12,2024-12-01,高雄,香蕉,18.3,4609
2024,12,2024-12-01,台北一,芒果,53.8,2634
2024,12,2024-12-01,台北二,芒果,62.3,2060
2024,12,2024-12-01,台中,芒果,62.3,2669
2024,12,2024-12-01,高雄,芒果,50.3,1249
2024,12,2024-12-01,台北一,荔枝,105.1,4202
2024,12,2024-12-01,台北二,荔枝,112.8,2835
2024,12,2024-12-01,台中,荔枝,108.9,4165
2024,12,2024-12-01,高雄,荔枝,85.4,1161
2024,12,2024-12-01,台北一,西瓜,14.8,1582
2024,12,2024-12-01,台北二,西瓜,14.8,1254
2024,12,2024-12-01,台中,西瓜,14.0,852
2024,12,2024-12-01,高雄,西瓜,13.4,4388
2024,12,2024-12-01,台北一,柳橙,20.3,5956
2024,12,2024-12-01,台北二,柳橙,20.2,17803
2024,12,2024-12-01,台中,柳橙,18.9,8453
2024,12,2024-12-01,高雄,柳橙,18.1,11295
2024,12,2024-12-01,台北一,木瓜,29.2,1773
2024,12,2024-12-01,台北二,木瓜,29.4,4311
2024,12,2024-12-01,台中,木瓜,28.3,1941
2024,12,2024-12-01,高雄,木瓜,26.1,4890
2024,12,2024-12-01,台北一,鳳梨,29.3,1769
2024,12,2024-12-01,台北二,鳳梨,27.6,4214
2024,12,2024-12-01,台中,鳳梨,27.3,4123
2024,12,2024-12-01,高雄,鳳梨,26.3,3414
